iter	RMSE
291	0.1036258835
292	0.1030193994
293	0.1023772849
294	0.1020457567
295	0.1018676403
296	0.1016797732
297	0.1016038554
298	0.1013054517
299	0.1008012978
300	0.1005021231
301	0.1002490302
302	0.09967820474
303	0.09929866714
304	0.09893065107
305	0.09847091511
306	0.09817219736
307	0.09791190551
308	0.09765652087
309	0.09724040392
310	0.09697714186
311	0.09672427675
312	0.09624170515
313	0.09597568629
314	0.09571535467
315	0.09532144585
316	0.0950037687
317	0.09464700446
318	0.0943192265
319	0.09401469214
320	0.09386753414
321	0.09366000222
322	0.09319859964
323	0.09304464853
324	0.09273004993
325	0.09249476293
326	0.09189190686
327	0.09163554703
328	0.09147375583
329	0.09131361125
330	0.09107050681
331	0.09093173619
332	0.0906520295
333	0.09049742106
334	0.0903991983
335	0.09006458959
336	0.08963058402
337	0.08938646574
338	0.08905207676
339	0.08884160931
340	0.08844441837
341	0.08810796526
342	0.08784845683
343	0.08750130892
344	0.08727754319
345	0.08693547249
346	0.08658943797
347	0.08636145223
348	0.08617807593
349	0.08597913098
350	0.08582919345
351	0.08545797899
352	0.08517546437
353	0.08495388825
354	0.0846715565
355	0.08461769797
356	0.08421945167
357	0.08382745242
358	0.083570334
359	0.08339230061
360	0.08319017918
361	0.08276572629
362	0.0825763481
363	0.08238121171
364	0.08200461006
365	0.08162845532
366	0.08142033452
367	0.08112910312
368	0.08086017932
369	0.08054110563
370	0.08023667543
371	0.08006365408
372	0.07988782508
373	0.07977870051
374	0.0796163488
